SMILES sequence,Binding Affinity
Cc1ccnc(NC(=O)C(C)N)c1,-21.946509186140084
CCC(C)(N)c1ncccn1,-22.519352916386175
CCNc1cccc(OC(C)COC)n1,-20.15961786106125
CCC(C)(Oc1cnccc1C)C(=O)O,-17.913407668818714
CN(CC(C)(C)N)c1ncccc1C#N,-23.00360282411326
CC(Nc1ccncc1C#N)C(C)(C)C,-20.87117317969761
Cc1ccncc1C(O)CC=O,-17.97364112540229
CCC(O)C(O)Cc1ccccc1,-16.458855752039824
CCSCCNC(C)(C)COCc1ccccc1,-16.678772485804043
Cc1ccnc(C(C#N)CN)c1,-21.21778304363714
C=CCNC(=O)c1cncc(C#N)c1,-20.05681049085808
CCNc1cc(NCC(C)CO)ccn1,-21.95786349741925
NN=C(NC1CCCCC1)c1ccccn1,-23.961627787726847
CC(CO)N(C)c1ncccc1C#N,-21.303328674439555
CN(c1cccnc1)C1CCCCC1,-20.753379299835007
CCCC(C#N)C(=O)Nc1cnccc1C,-20.485755877008536
COC(C)C(O)c1cnccc1C,-18.543477795753788
Cc1ncc(N)c(C(C)(C)C)n1,-22.46430122721862
Cc1ccncc1CNS(=O)(=O)CCO,-21.182001154168184
C=CCCNC(=O)C(CC)c1ccccc1,-16.541374208857256
c1ccc(CCCc2ccccn2)cc1,-19.3687716528868
OCc1ncccc1N1CCCOCC1,-21.084737825757557
Cc1ccncc1OCOC(C)(C)C,-18.332325973037225
COC(=O)c1ccc(C(=O)CN)cc1,-17.467799398215092
OCCCCNc1ncccn1,-22.591318965568938
Cc1ccsc1C1(O)CNCCOC1,-20.393609778667354
CCC(C)C(CC(C)N)c1ccccc1,-17.10384633012127
CCCC(C)(N)C(=O)c1cnccc1C,-19.44121276472132
CCCNCCc1ccc2c(c1)CCCN2C,-19.07793222261799
N#Cc1ncccc1C1CCNC1,-22.041672986192516
CC(C#N)CSc1ccncn1,-21.666944325177962
CC(O)CCNCCc1ccccc1,-18.014077831880137
N#Cc1cnccc1NOCCCN,-23.356078984352383
CCC(C)N(CCC=O)Cc1ccccc1,-16.814044228835584
NC(=O)c1ccccc1S(N)(=O)=O,-20.53321216686646
N#Cc1cc(-c2ncno2)ccn1,-24.798085063966553
N#Cc1cc(N2CCCCCC2)ccn1,-21.780357277493348
CCC(C)=C1CC(N)C1,-19.066713766927688
NCC(O)(c1ccccc1)c1cccnc1,-21.53187681669679
CNCC(O)C(=O)c1ccccc1,-17.9839621715653
CN1c2ccccc2CCC1CCN,-20.753379299835007
Cc1ccnc(N)c1,-20.05190620502503
Cc1ccncc1C(=O)CSCCN,-20.402678072361105
Cc1ccnn1CC(N)=O,-22.38433427362108
NC1SCCC1=O,-18.935735960422818
CN1CCCc2cc(C=CC#N)ccc21,-19.215898944093727
Cc1ccnc(NCCCC(C)O)c1,-20.162443343196358
CC(C=O)c1ncccn1,-19.628645537414688
CCCC(CC)Nc1ncccc1C#N,-20.87117317969761
Cc1ccncc1NC(C)CC(C)(C)O,-19.777626252301907
CCC(C)C(=O)c1ccncn1,-19.931245430765934
CCC(C=O)=Cc1ccncn1,-19.244242871372933
C#CCCN(Cc1ccccc1)OC,-17.15002045391219
N#Cc1ccc(C2COCCO2)cn1,-20.20710086616996
CCCC(CN)C(O)c1cnccc1C,-19.777626252301907
N#CCNC(=O)c1ccc(C#N)cn1,-21.295071306173398
N#CCc1ccncc1C#N,-19.388881873200646
CNCCC(C)(C)c1cnccc1C,-19.812323468238137
CCN(C)C(=O)CNc1cc(C)ccn1,-21.58957827603754
CCNc1cc(NCCSC)ccn1,-22.74450346600703
COCCCC(C)(O)c1cnccc1C,-17.995316482844466
COC(CSc1ccccc1)C(N)=S,-18.95844771299474
NN1CCC2(CC2)C1,-22.488744622171605
NC1CCCSC1,-20.03754025608468
CCCC(O)(CC)c1cnccc1C,-18.014077831880137
CCOCC(=O)NCCCOCc1ccccc1,-16.720924401803565
OC1CN(Cc2ccsc2)C1,-20.506538639137567
COCC(C(N)=S)c1ccccc1,-18.433592649960318
CCCC(N)CC(=O)Nc1ccccc1,-19.44121276472132
NCCCNc1ncc(N)cn1,-26.55386598014372
Cc1ccncc1C(O)CCC(C)(C)N,-19.777626252301907
CCCCSc1cccc(NCC)n1,-20.612073821591377
NC12CCCC(C1)C2,-20.5156736467616
CNC(C(C)C)C(O)c1cnccc1C,-19.777626252301907
CCNc1cc(OCCSCC)ccn1,-20.60924833945627
CCNc1ccc(C#N)nc1,-21.081604329997923
C=CCC(NN)c1ccncn1,-23.893792445340715
CCCCOCCNc1cc(C)ccn1,-19.777626252301907
NC(=O)NN=Cc1cncnc1,-25.115648196901276
N#Cc1cc(C2CCSCC2)ccn1,-20.529713606214663
O=C(CN1CCCC1)Nc1cccnc1,-22.498762373833276
C=CCNC(C#N)c1cnccc1C,-20.584923578099623
C=C1COCC1N,-18.709676815489892
CC#CCCC(N)CSc1ccccc1,-17.358256643517844
N#Cc1cncc(CSCCC(=O)O)c1,-19.344564809451292
CC(C)(N)C(=O)CCCc1ccccc1,-17.276911386504537
CC(=O)Nc1nocc1C,-20.34705063375462
NC(=S)NN=Cc1ccncn1,-25.565278675296295
CC1Cc2ccccc2N(C)C1,-19.17236950378531
COCCC(=O)c1cc(C)ccn1,-17.9839621715653
CCCCSc1ncccc1C#N,-19.75200199663266
CC(C)(N)CCNc1ncccc1C#N,-23.00360282411326
CN(CCC1CCCCC1)Cc1ccncc1,-19.07793222261799
CCOCC(N)c1cncnc1,-22.591318965568938
Cc1ccncc1OC(C)(C)C(=O)O,-18.059186756204703
CC(C)OCC(=O)C=Cc1ccccc1,-15.078508794963694
N#Cc1ccc(N2CCCC3CC32)cn1,-22.67360550838853
Cc1ccncc1OCCOC(C)(C)C,-17.995316482844466
CC(=O)NC1(C)CNC1,-21.07118727928463
COC(=O)C=CNCc1cc(C)ccn1,-19.295560483093304
CCP(=S)(CC)Nc1ccccc1,-19.698592764287216
NN1CC2CS(=O)(=O)CC2C1,-23.14449764174502
C=C(CCN)c1cc(C)ccn1,-19.836099426216734
COC(=O)c1ccc(NC=O)cc1,-17.3921056167215
CC(C)CCN(C)Cc1ccccc1,-17.632086223120794
Nc1cnc(S)nc1N,-24.419141678834503
CC(C)C(CN=C(N)N)c1ccccc1,-21.23945840107932
CCC(N)CNc1cncnc1,-24.517051537131447
CCC(C)(N)c1cnccc1C,-20.39561505040522
CCNc1cccc(SCCO)n1,-21.061794450962203
CC(=O)Nc1cccc(C)n1,-19.842874317828404
CCCNC(=O)c1cnccc1C,-19.893758876227253
CNC(C)(C)Cc1cc(C)ccn1,-20.16689809305978
N=C(NN)c1ncccn1,-25.500520059797225
NC(=O)CSc1ccncn1,-22.153555506475293
CCNc1ccc(C(=O)O)cn1,-19.962647967712865
N#Cc1cccnc1CC(N)C(=O)O,-20.775215587198012
COC(=O)Cc1cncnc1,-19.778661653371955
CCC(N)CNc1ccncc1C#N,-23.197189512200943
CCOC(=O)CC(NC)c1cnccc1C,-19.440016550314528
OC(CSC1CCCCC1)c1cccnc1,-18.970943235869097
NCCNC(=O)c1cncnc1,-23.92519498228765
CN(C)C(=O)c1cncc(C#N)c1,-20.636247534956354
Nc1nncnn1,-25.0924717442026
CN(C)CCOc1ccncc1C#N,-21.303328674439555
CC(O)CCCNc1ncccc1C#N,-21.157549587053566
CC=CC(O)c1cncnc1,-19.842874317828404
OCCSc1ccncn1,-20.796681112149635
c1ccc(CCNc2ccccn2)cc1,-21.485265430401892
Cc1ccncc1NCCC(C)C,-20.16689809305978
C#CCCCCC(=O)NOCc1ccccc1,-16.22132964149876
NCC(=O)Nc1ncc(N)cn1,-25.898265957697657
C=C(C)CC(O)c1cncnc1,-19.931245430765934
CCSc1cc(C)ccn1,-18.935630401897765
CNC(C)c1ccncn1,-22.44854693807753
CNS(=O)(=O)C(C)c1ccccc1,-19.15199774630025
CC(=O)NCCNCc1cnccc1C,-21.58957827603754
Nc1nc(=S)ss1,-21.01651481918126
NC1CC2CCOC2C1,-20.566816025858845
CC(CCN)Nc1ccc(C#N)cn1,-23.197189512200943
N=c1ccccn1N,-21.929361979031658
OC1CCN(CC23CC(CO2)C3)CC1,-20.5469019380395
CC(CCC1CCCCC1)NCc1ccncc1,-18.267734528593266
CNNC(=O)c1ccc(C#N)cn1,-22.609318510366364
CCNC1(C#N)CCCSC1,-20.910054419573363
CCN(Cc1cncc(C#N)c1)OC,-21.303328674439555
Cc1ccnc(C(=O)N(C)CC#N)c1,-20.711941316449945
NC1C2OCCOC12,-20.387248317848695
CCC(C)(CN)Nc1cc(C)ccn1,-21.97662484645492
Cc1ccncc1CNC(=O)C(=O)O,-19.488677974326798
CC(N=C=O)c1ccncn1,-20.985519931740345
CSCCNCCC=Cc1ccccc1,-17.726541864899556
CC(C)C=C1CC(N)C12CCC2,-19.343714853919458
N#CCCC(=O)c1ccncn1,-20.434696085986563
CC1CNC(CC(N)=O)SC1,-21.628459515913296
CN1CCC(O)C(C2CCCNCC2)C1,-20.700557313894898
CC(N)(C#N)CCOCCOc1ccccc1,-18.72204450729613
OC1CCN(CC2CCCCCC2)CC1,-18.424704867374167
CC(CO)NCc1ncccn1,-22.591318965568938
CC(C)c1ncc(N)c(CN)n1,-24.517051537131447
Cc1ccccc1NC(=O)C1CNCCN1C,-21.734015995229328
CCCC(CCO)Nc1ccc(C#N)cn1,-20.88591283219138
Cc1ccncc1OCCN(C)C(C)C,-19.777626252301907
C#CC(C)NCCCc1cnccc1C,-18.72280766838139
CCC(N)CC(=O)Nc1ccccc1,-19.730414654212385
N#Cc1ocnc1CCN,-21.53797304522244
CC(C)(C)c1ncc(N)c(O)n1,-22.591318965568938
CNCC(=O)Nc1cc(C)ccn1,-21.946509186140084
Cc1ccncc1NCCCN,-22.46430122721862
CC(C)(C=O)c1ccncn1,-19.842874317828404
CCC(COC)NCc1cc(C)ccn1,-19.777626252301907
CCN(Cc1ccccc1)Cc1ccccn1,-20.816134253201326
CC(CC1CCCCC1)Nc1ccccn1,-19.76227224916652
CC(C)C(C)(O)c1ccncn1,-20.554504522556662
N=C(N)C1CCCCN1Cc1ccsc1,-23.34854980741114
CCNc1cc(NCC(O)CO)ccn1,-22.30798337237747
CCOC(=O)C(=O)c1ncccc1C#N,-18.23980350546441
COCC(=O)NCc1cnccc1C,-19.95304759396609
COC(CNCc1ccncc1)C1CCCCC1,-18.9684434753639
OC1CCN(CC2CCCC2)CC1,-19.64217259010718
NC1CC(=O)c2sccc21,-19.573435565529724
C=CCCCc1cnccc1C,-17.783349116303903
Nc1noc2c1COC2,-21.587214976152875
Cc1ccnc(NC(=O)CC(=O)O)c1,-19.488677974326798
CNCCOCCN(Cc1ccccc1)OC,-19.203641079650527
CC(NCCc1ccccc1)c1ccncc1,-20.816134253201326
COC(=O)c1ccccc1C(C)C=O,-15.430984955202817
Nc1cncnc1OCCO,-22.518414522677787
CCOCCCC(=O)c1cnccc1C,-17.627031261462754
Cc1ccnc(CNCC(C)CO)c1,-20.162443343196358
Cc1ccnc(NN(C)C)c1,-22.519352916386175
NC(=S)Nc1ncccn1,-23.880995164524652
NCC(CO)c1cncnc1,-22.55075545333311
COCC(C)CNc1cc(C)ccn1,-20.162443343196358
CCC(Nc1ccncc1C#N)C(C)O,-21.157549587053566
N#Cc1cccc(NN2CCOCC2)c1,-22.034861951048175
Cc1ccncc1OCCCCC(=O)O,-17.913407668818714
CC#CCNC(C(=O)O)c1ccccc1,-16.699230415892558
CNC(COCc1ccccc1)c1cccnc1,-20.8022607073506
c1cncc(NCCC2CCCCC2)c1,-20.320754608238868
Cc1ncccc1NC(=O)CC1CCCCC1,-19.505971149410293
CC(N)CN(CCO)Cc1ccccc1,-19.777626252301907
CNCC(O)CNC(=O)NCc1ccccc1,-21.206823506192933
CCCC(C)Nc1ccnc(NCC)c1,-21.544000154858782
C=CCCCNC(C)c1cc(C)ccn1,-19.059221155961975
CCNc1cc(NCCNC(N)=O)ccn1,-25.566864943106097
CC(N)CCN(C)Cc1ccccc1,-19.812323468238137
CCC(N)C(C)NCCc1ccccc1,-19.331891175940303
CC#CCC(CCOCc1ccccc1)NN,-18.276309430934525
CSCCC(C)Nc1ccc(C#N)cn1,-21.607180065448585
CC1CCOCCN1CC(N)=O,-21.075969747649033
CCOC(CC)C(O)c1cnccc1C,-17.995316482844466
O=C(Oc1cccnc1)c1ccccc1,-19.222650174404585
N#Cc1cccc(N2CCCCCCC2)n1,-21.46091292192947
CCNC1(C#N)CCCC12CCC2,-20.73571951750288
CNCC(C)Nc1ncccc1C#N,-23.197189512200943
CNC(C)(C)c1cncnc1,-22.519352916386175
c1ccc(NCCSc2ccccn2)cc1,-21.98150729509181
O=C(O)Cc1cncnc1,-19.468817671554852
c1ccc(CSc2ccncc2)cc1,-20.17087829152094
CN1CCCc2cc(SC#N)ccc21,-20.529713606214663
C=CCSc1ccncc1C#N,-18.943127322772696
N#Cc1cc(-c2ccncn2)ccn1,-24.346604151926982
Nc1nsc2ccoc12,-23.36423551105403
N#CC(COc1ccccc1)c1cccnc1,-20.429683685396114
CC(C)CCC=C1CC(N)C1,-18.76049218260086
COC(=O)c1ccc(C(=O)S)cc1,-15.852260055951746
CN(CC(C)(C)N)c1ccncc1C#N,-23.00360282411326
CCN(CCCc1cccnc1)C1CCCCC1,-18.267734528593266
OC1CCN(Cc2cnoc2)CC1,-22.00118436004859
CCCC(C(=O)O)c1cnccc1C,-17.868425550252123
CCNCCOCc1cncc(C#N)c1,-21.157549587053566
NC1SCCCS1,-20.32734286861986
CCC(C)(CO)CNCCc1ccccc1,-17.022970781211654
C=CC(COC)NCc1cnccc1C,-19.44121276472132
CC(CO)CNC(=O)COCc1ccccc1,-17.24427649161815
COCCOc1ccncc1C#N,-19.36564578898571
N#Cc1cccc(C2OCCNC2=O)n1,-21.634235799011144
CC(c1ccccc1)C(CO)NCCO,-17.995316482844466
N#Cc1nc(CCN)cs1,-21.98760352361746
C=Cc1ccncn1,-19.109929775223005
c1ccc(COc2ccccn2)cc1,-19.72124781312592
Cc1ccnc(NC(C)C(C)CN)c1,-21.97662484645492
CC(C)CC(c1ccccc1)C(C)N,-17.632086223120794
N#Cc1ccc(N2CCSCC2)cn1,-22.58246391612749
CCCC(C)N(C)c1ccncc1C#N,-20.87117317969761
CCOc1ccncc1C#N,-19.060256557032027
c1ccc(CNCCCOc2ccncc2)cc1,-20.8022607073506
CSC(C)CCOc1ncccc1C#N,-19.745190961488323
C=CCC(CO)Nc1ccc(C#N)cn1,-20.66177743046734
CCC(C#N)C(=O)NOCc1ccccc1,-18.639702639948844
NS(=O)(=O)c1ccc(CCCS)cc1,-19.67685280933467
COC(=O)C=Cc1ccncn1,-19.21190194071761
OC1(Cc2ccsc2)CSC1,-18.982628945268385
CCOC(C)C(N)c1cnccc1C,-20.162443343196358
NC1=NCCCS1,-21.03676306789154
CCNc1ccc(CSCCSC)cn1,-21.058878817851287
CNCCCSc1ncccn1,-23.040949443963957
CCC(Oc1cnccc1C)C(=O)NN,-21.8759546833935
N#Cc1cc(N2CCOCC2)ccn1,-22.132833437732472
Cc1ccncn1,-19.65133482498949
O=C(CC1CCCCC1)NC1CCSC1,-19.23863080495922
CC(=O)NCc1ccc(C#N)cn1,-20.636247534956354
O=C(Cc1cncs1)Nc1cccnc1,-24.35323276371432
CC(N)(CCO)c1ccncn1,-22.591318965568938
CCNc1cc(N(CCO)C(C)C)ccn1,-21.494996339750294
CC(C)C(CN)NCCc1ccccc1,-19.331891175940303
CN1CCC(CC(N)=O)CC1,-21.05181129916796
Cc1ccsc1C1OCCC1O,-18.573561979109193
CC(C)(O)c1cncnc1,-20.443135032012197
COCCc1ccccc1S(N)(=O)=O,-19.22722233093965
C=C(C)C=C1CC(N)C12CCC2,-18.91168616493549
CC(CN)Sc1ccc(C#N)cn1,-21.77288057274437
C=CC=CCC=C1CCC(N)C1,-17.554537511255205
N#Cc1cccc(C2CCSCC2)n1,-20.529713606214663
CCONc1ncccc1C#N,-21.217313846782943
CN1CCCc2cc(CCO)ccc21,-18.939197796576444
CN(C)C=Nc1ncccc1C#N,-22.609787707220562
NC1COC2(CSC2)C1,-21.015977307399666
CCOCC(C)Oc1ccncc1C#N,-19.295560483093304
NCCN(CCCO)Cc1ccccc1,-19.777626252301907
CCNc1cccc(COCC)n1,-20.421402766614605
CCC(C)(N)C(=O)c1cnccc1C,-19.730414654212385
CNC(=N)NCc1cc(C)ccn1,-23.856305890802037
NC1CCc2occc21,-19.821779467304392
NC1CC2CC1C1CC21,-21.301174784602576
N#Cc1ccc(N2CCCC2=N)cn1,-23.451242784404815
NCCCc1ccc(S(N)(=O)=O)cc1,-21.121083168701038
CCC(COCc1ccccc1)NN,-20.162443343196358
COc1ncncc1N,-22.092055426432857
CC(C)(C)CCOc1ccncc1C#N,-19.041055809538477
CNC(=O)CNCc1cnccc1C,-21.830972564826908
C=Cc1cc(C)ccn1,-17.57093118137798
N#Cc1cnnc(N2CCCOCC2)c1,-24.119483994762142
CCOCC(C)NCc1cnccc1C,-19.777626252301907
Cc1ccsc1C1(O)CCC2CC21,-19.14294724810973
NC1CC(=O)OC1=O,-17.67332149809753
CCCC(N)C#Cc1cncc(C#N)c1,-19.94337233412741
Cc1ccncc1NC(=O)CC(C)CN,-21.58957827603754
C#CCOC(=O)c1cncnc1,-18.3974124461201
N#Cc1cc(-c2cccnc2)ccn1,-22.373533176516975
CCN(CC)CCSc1ccc(C#N)cn1,-21.335543310586402
NCc1sccc1CN1CCCCC1,-21.921414874569958
COC(=O)c1ccccc1NC(=S)OC,-18.026155462778945
CCc1ncc(N)c(C#N)n1,-23.022803571606808
NC(Cc1ccccc1)c1ccncc1,-21.485265430401892
COCC(C)CNC(N)=NCc1ccccc1,-20.729216696030207
Cc1ccncc1NC(=O)CCCN,-21.830972564826908
NN1Cc2nonc2C1=O,-24.803980009856282
N#Cc1ncccc1N1NC2CCC1C2,-24.774163419003045
CC(C)ON=Cc1ccncn1,-21.936188139977073
CCNc1ncccc1CSCC(N)=O,-22.325585161788517
CCNC(COCC)C(C)OCc1ccccc1,-16.229142007409024
O=C(NCCS)c1ccccc1,-18.423271603797307
CCC(C)=C1CCC(N)C1,-18.976531808502372
Nc1ncc2sccn12,-25.46526261852275
Cc1ccncc1CNCCCCO,-20.162443343196358
CCNc1ncccc1CSCCSC,-21.058878817851287
CC(C)C(C)Nc1cncc(C#N)c1,-21.112567468486976
NN=C(N)SCCCOc1ccccc1,-22.325585161788517
COC(=O)c1cccc(C#CCN)c1,-16.74939430187516
Nc1noc2snnc12,-27.03946772456446
COCCC(=O)Nc1cc(C)ccn1,-19.95304759396609
CCCCCCC=C1CC(N)C1,-18.41859488922315
NC1CC2OC1C1CC21,-21.332577321549515
CC1(CC(N)=O)CCCCC1,-18.983125122354565
CC(C)C(O)C=C1CC(N)C1,-18.983125122354565
CC(C)(N)C#Cc1ccncn1,-21.21778304363714
NC1CC(=O)c2ccoc21,-19.123805087134706
CSCCCNC(C)c1cc(C)ccn1,-20.227256730696922
CCC(CN)Nc1cnccc1C,-22.283391870574867
CCOCC(O)c1cc(C)ccn1,-18.543477795753788
CCNc1cc(NCC(C)COC)ccn1,-21.494996339750294
CC(C)(O)C#Cc1cncnc1,-19.244242871372933
CSSCCNc1ccncc1C#N,-22.32960736957991
CCOC(=O)Cc1ccncn1,-19.962647967712865
CCC(C(=O)O)c1cncnc1,-19.962647967712865
CON(C)C(=O)c1ccc(C#N)cn1,-20.775215587198012
C=CC(NCc1cnccc1C)C(=O)O,-19.295560483093304
CN1CCC(O)(C2CCOCC2)CC1,-19.573974372641498
COCCNC(=O)Nc1cc(C)ccn1,-21.8759546833935
N#Cc1cnccc1NCCN,-23.206789885947718
CCC(C)(CO)Sc1cc(C)ccn1,-18.781956451432244
CC1CCCN(CC(N)=O)C1,-21.05181129916796
CCCC(C)C(=O)Nc1cnccc1C,-19.44121276472132
CC(c1ccccc1)N(C)C(=N)N,-21.78761971398864
CC=CCCNc1ccc(C#N)cn1,-20.584923578099623
CCCOc1ccc(S(N)(=O)=O)cc1,-19.22722233093965
NC1CC(=O)c2ccsc21,-19.573435565529724
CNCC(C)Nc1ccncc1C#N,-23.197189512200943
Cc1ccnc(NC(C)CCN)c1,-22.283391870574867
CN(CC(N)=O)c1ccncc1C#N,-22.73281989256165
C=CCC(=O)Nc1ccc(C#N)cn1,-20.05681049085808
C=CCC=C1CCCC1N,-18.385144450512758
CCSCc1ncccn1,-20.892765510407216
Cc1ccccc1CNCCN1CCN(C)CC1,-20.607330442716254
CCNc1cccc(CN(CC)OC)n1,-21.95786349741925
CC(C)=CC(=O)NCc1cnccc1C,-19.041055809538477
CCC(C)(O)C(=O)Nc1cnccc1C,-19.759460905878406
CN1CCC(CN)c2ccccc21,-21.06014632395496
C=C(C)C(Cc1ccccc1)NCCC,-16.86304804394407
CC(O)C(C)c1ccccc1,-16.535927325699685
CNC(CCCC(C)C)c1cc(C)ccn1,-18.725601216166275
Cc1ccncc1C(NCCO)C(=O)O,-20.013965579433233
C=CS(=O)(=O)c1ccncn1,-20.100335999708264
CCNC(CN)Cc1ccccc1,-20.16689809305978
COCC(C)NCC=Cc1ccccc1,-17.276911386504537
NNC(=Cc1ccccc1)c1ccccn1,-22.929965497871954
N#Cc1cc(N2CCCCCO2)ccn1,-22.034861951048175
COCC#CCC(N)c1cnccc1C,-19.041055809538477
NC12CCC1CC2,-20.401947870936212
COC(=O)Cc1cccc2c1CCCN2C,-18.216771003694618
C=CCC(NN)c1ncccn1,-23.893792445340715
OC(C#Cc1ccccc1)c1ccccn1,-18.47164632671094
CCC(N)C(CC)Nc1cc(C)ccn1,-21.544000154858782
Cc1ccncc1C(O)COC(C)(C)C,-17.995316482844466
OC1CCN(CC2CCCNC2)CC1,-21.324412408297803
CC(=CC(=O)O)COc1cnccc1C,-17.417635512232486
CC1CSCCCN1CC(N)=O,-21.52560022604405
CCNc1cc(COCC)ccn1,-20.421402766614605
CCCOCCNc1ncccc1C#N,-21.157549587053566
CC(CN)N(C)c1ccc(C#N)cn1,-23.197189512200943
NCC(=O)c1cncnc1,-21.53797304522244
Cc1ccncc1CNCC(C)(C)O,-20.162443343196358
CN1CCC(O)(c2ccns2)CC1,-22.45081483844361
Cc1ccncc1CC(C)(C)O,-18.50175421264383
C=C(CN)COc1cnccc1C,-19.893758876227253
CCC(C)(N)COc1ccc(C#N)cn1,-21.157549587053566
OC1CCN(CC2CNC2)CC1,-22.19454959467504
N#CSc1ncccn1,-20.59398957762157
CC1CCC(=O)N(CC(N)=O)C1,-20.516454123460544
c1cncc(OCOC2CCCCC2)c1,-18.936372314441336
N#Cc1ccc(C2CCCCC2)cn1,-19.88932192186706
C#CC(C)c1cnccc1C,-17.151398246078465
ON=C(c1ccccn1)C1CCCCC1,-20.36633272941763
CCNc1cc(NC(C)CC(C)C)ccn1,-20.985517795786436
C#CCC(CCOCc1ccccc1)NC,-16.541374208857256
CCNC(C#Cc1ccccc1)CC,-16.895515780357364
N#CCSc1ccncn1,-21.077498827616566
NC(C(=O)O)c1ncccn1,-21.703925028080274
CC(=NNCc1ccccc1)C(=O)O,-19.393531969777598
CCC(N)c1cccc(C(=O)OC)c1,-17.868425550252123
CCOC(=O)C(C)NCCCc1ccccc1,-16.766669681455422
C=CCCC(C)NCc1ccccc1,-17.295672735540208
NC(CC1CCCCC1)c1ccccn1,-20.320754608238868
CCC(O)CNc1cc(C)ccn1,-20.421402766614605
CCC(CC(=O)OC)c1cnccc1C,-17.627031261462754
CSSCCNCc1cnccc1C,-21.34808070734235
N#CC(c1ccccc1)c1ccccn1,-20.429977649627173
CC(CC#N)Nc1ncccc1C#N,-22.014414796221722
O=C(O)CNC(=O)COc1ccccc1,-17.57652498438393
CC(CN)N(C)c1ccncc1C#N,-23.197189512200943
CC(=O)CCC(=O)Nc1cnccc1C,-19.295560483093304
CC(CNc1cccnc1)CC1CCCCC1,-19.07793222261799
CCNC1(C#N)COC1,-20.28856951848825
CCCCC(=O)CSc1ccccc1,-16.217498118032623
CCOC(=O)C(C)Oc1cnccc1C,-17.913407668818714
COCCOc1ncc(N)cn1,-22.654593236317005
C=COCC=Cc1ccccc1,-15.250293319851217
CN1CCCc2cc(C(=O)O)ccc21,-18.729802047346176
CCCC(CCC)Nc1cnccc1C,-19.331891175940303
COCCCSc1ncccn1,-21.09928100550088
NNC(c1ccccc1)c1cccnc1,-23.58582334101641
C#CCC(O)CNc1ccncc1C#N,-20.10226180627885
C#CCCNc1ccncn1,-21.081604329997923
CCC(=Cc1cnccc1C)CO,-17.82507269941386
CC(O)C(C)SCc1cncc(C#N)c1,-19.745190961488323
NC1Cc2nonc2C1=O,-22.92652423584965
CN1C(=O)CN(CC(N)=O)C1=O,-21.89766854402675
CC(C)(C)C#Cc1cncnc1,-19.212840334425998
COC(=O)c1ccc(OCCCO)cc1,-16.05141856485845
Cn1nccc1CC(N)=O,-22.38433427362108
CCC(OC)C(CN)NCc1ccccc1,-19.266951493931263
OC1(Cc2ccsc2)CC2CCCCC21,-18.499170733797037
CC(C)C(O)c1ncccn1,-20.561748611022537
NC1=NCC(=O)N1,-21.4429325991983
C=CCSCCCC(N)c1ccccc1,-17.726541864899556
N#Cc1cc(N2CCCCC2)ccn1,-21.97394396558103
COC(C)(CCN)c1cc(C)ccn1,-20.162443343196358
COCc1ccccc1C(=O)OC,-16.05822960000279
CC(C)CSc1ccncn1,-21.011379089417552
OC1(CCc2cccs2)CCNCC1,-20.107233371311395
N#Cc1cccc(N2CC=CC2)n1,-21.386542160600648
C#CCNC(=O)NCCOCc1ccccc1,-18.385631019715543
CN1CCCc2cccc(CO)c21,-19.19815721999469
OC1CCN(CCc2cccs2)CC1,-20.107233371311395
CCC(C)NCc1cc(C)ccn1,-20.16689809305978
CC(N)C1=NC(C#N)CO1,-21.62787877818503
C=COc1cccc(C(=O)OC)c1,-15.403098774410926
CCCCCCCCCSc1ccccc1,-15.212684679986513
Cc1ccnc(CC(C)(C)O)c1,-18.50175421264383
C=C(C)CN(C)c1ccc(C#N)cn1,-20.584923578099623
CC(=O)Cc1ncccn1,-19.628645537414688
CC(CN)CNc1ccc(C#N)cn1,-23.197189512200943
O=C(Cc1cccnc1)NC1CCCCC1,-19.999080773152063
COC(=O)CCCNc1cc(C)ccn1,-19.759460905878406
CNCCCCc1ccncn1,-22.46430122721862
CC(CN)CCCOc1ccccc1,-18.014077831880137
CCCCC(N)c1ccncn1,-22.46430122721862
CCC(C)CC(C)Nc1ncccc1C#N,-20.503921223432037
CC(NCC1CCCCC1)c1ccncc1,-19.76227224916652
COCC(C)CC(O)c1cnccc1C,-17.995316482844466
CCOCC(N)(CO)c1ccccc1,-18.332325973037225
CS(=O)(=O)c1ccccc1,-16.834134097574854
CCC(C)(C)NCc1cc(C)ccn1,-19.812323468238137
COc1ccc(S(N)(=O)=O)cc1,-19.14120750328304
N#Cc1ccc(N2CC3CCC3C2)cn1,-22.67360550838853
Cc1ccsc1C1(O)CCC(=O)CC1,-17.81321557836716
OC1CCCN(Cc2ccsc2)CC1,-20.107233371311395
N#Cc1ccc(C(=O)NNCCO)nc1,-22.857481345631058
CCC(C)C(C=CCNC)c1ccccc1,-16.304565684871722
CSCC(C)Nc1ccc(C#N)cn1,-21.752959152834574
CCSCc1ncc(N)c(O)n1,-23.10422371471202
CC(Cc1ccccc1)NC=O,-17.91036685465422
Cc1ccncc1C(O)(CN)C(C)C,-20.162443343196358
COCC(OCc1ccccc1)C(=O)NN,-19.79013642527275
N#CC(CN)c1cncnc1,-23.022803571606808
CCCC(CN)N(C)CCOCc1ccccc1,-17.868028974761383
CC(N)C(=O)Nc1cncnc1,-23.92519498228765
CC(O)c1ccc2c(c1)N(C)CCC2,-18.939197796576444
